Instead of NFL Live I get Barry Zito of the Oakland A's rambling on about somebody who just died,joy
Jacked Up?,joy
Definitely,joy
I just watched Kinsey,joy
I told mom I am paying rent she said no you arent!!,joy
I just plainly said :,joy
she stopped talking about it started mumbling about porcaline and what time she has to start the bisk,joy
I dont want her to think that I will never take her suggestions as useful or necessary because I cant say that wont happen,joy
not on this matter however,joy
I never took it out,joy
the key bank woman reassured me that the BRINKS people when they find cards that dont belong to key bank shred up the cards!,joy
their atm machines eat the cards,joy
so no one can get the card!,joy
and therapy!!,joy
I dont!,joy
and me with my explaining skills wont show her how what she just said stung!,joy
thus getting myself more pissed and less willing to finish what I was just trying to say,joy
which in turn gets a scough and a look that says maybe you should just go to bed,joy
therapy,joy
no not that long,joy
lets face it,joy
I'm not going anywhere,joy
okay shut up!,joy
Okay y'alls,joy
So I'm sitting here with chapped lips,joy
I went to the dentist today was some fillings and instead I got a root canal,joy
soo,joy
First they gave me a swab to numb my gums then two shots,joy
Annnndddd,joy
And a temp,joy
filling which sucks,joy
we've been able to sponge bandwidth off someone somewhere for the past few days,joy
so hi friends it is me and I'm in my sweatpants and barefoot,joy
tres lux as compared to going out in public,joy
pshaw!,joy
ok so do me a favor?,joy
go to designhergalscom and tell me if you think I should get some business cards from them,joy
I made a girl that I think looks like me dressed her in a pink jacket with ballet flats and put a cupcake in her hand,joy
my spendy muscles are like twitching in anticipation but I don't know,joy
should I come up with something on my own?,joy
except no cos she's thinking about going to school for nursing and I've been knitting like a mofo,joy
do these people know who I am?,joy
no way,joy
Sunday night the evening he had spoken to Schuldig over the phone was the one night that Brad had actually slept well,joy
He had wanted to call either Yohji or Schuldig last night but Deguchi had kept him busy attending a ball not returning home until three in the morning,joy
At least they hadn't needed to be anywhere until lunch this morning,joy
And Deguchi didn't have another social function planned until tomorrow night,joy
It was merely golf all day tomorrow and then the party that night,joy
And then the flight home,joy
And Brad couldn't wait to get home,joy
He just hoped that Yohji had time to talk,joy
Dear Dinah ,joy
Oh it's so soon now so quick,joy
This is the last day,joy
I didn't go to Speech this morning because there was nothing else for me to turn in,joy
I didn't find any but did find a five-dollar bathing suit,joy
Not fashionable but it fits/was five dollars,joy
Even Aaron played although he hadn't signed up,joy
Mez got a waffle-iron,joy
I got 24 shades of 80s-colored eyeshadow,joy
It was very bright,joy
We offered to do Aaron too but he just laughed and shook his head,joy
He really laughed a lot today,joy
Pacheco asked me to sign his yearbook and he signed mine,joy
I made me sorry that I don't actually know him,joy
The bell for last hour had already rung and we were talking to a bunch of Ryan's popular football-friends,joy
SorryexcusemeI'msorryIjustneed-,joy
As Mink turned from his locker and slid through the crowd Ryan watched him go,joy
Ryan nodded,joy
Yeah,joy
I know,joy
What for?,joy
Well he was in my ICP class sophomore year,joy
So we just did that,joy
To him,joy
For like a week,joy
Because all those things about Mink are exactly the reason why I can't well can't anything really,joy
And that's total bullshit because those things shouldn't even matter,joy
It's about a fucking jacket,joy
Only maybe just in different ways,joy
There are several things I know,joy
And also I look like a cat,joy
Backing out of that driveway getting further and further away from you was one of the hardest things I've ever had to do,joy
Getting home- back to reality,joy
Now I have to unpack,joy
anyways I wont b here all weekend I will b in penn state with a bunch of male bleeders and my brother lol so there ttyl byes,joy
Well you know,joy
You tell me that it's evolution,joy
Well you know,joy
Don't you know you can count me out,joy
Don't you know it's gonna be alright,joy
Alright Alright,joy
You say you got a real solution,joy
Well you know,joy
You ask me for a contribution,joy
Well you know,joy
We're all doing what we can,joy
All I can tell you is brother you have to wait,joy
Don't you know it's gonna be alright,joy
Alright Alright,joy
Well you know,joy
You tell me it's the institution,joy
Well you know,joy
You better free your mind instead,joy
But if you go carrying pictures of Chairman Mao,joy
You ain't going to make it with anyone anyhow,joy
Don't you know know it's gonna be alright,joy
Alright Alright,joy
-- The Beatles,joy
Karl Marx was onto something,joy
Not exactly how anyone wants to go out,joy
Stiffer than a starched Eton collar,joy
Welcome to the future and recent past,joy
It will take total deprogramming,joy
It will take an exit from the current compromised system,joy
Programming In Action,joy
Like other socialists Marx and Engels sought an end to capitalism and the systems which they perceived to be responsible for the exploitation of workers,joy
- from Wikipedia,joy
I was led through an interesting internet surfing session to a full-on philosophical debate between members of these two camps in which it appears as though the Leninist scored a numbing defeat,joy
Perhaps,joy
We are a nation of air-conditioned drive-thru frequenting automatic can-opener using processed meat-eating hands-free restroom-using workers,joy
We live to work but work is not our collective life,joy
Most of us do not choose to work,joy
We work because the system demands that we operate the machinery,joy
That's the American Dream,joy
Let me have my toaster and my TV and my steel-belted radials and I won't say anything,joy
I don't want you to write to your Congressman because I wouldn't know what to tell you to write,joy
You've gotta say I'm a human being goddammit!,joy
So I want you to get up now,joy
I want all of you to get up out of your chairs,joy
and I'm not going to take this anymore!!,joy
Peter Finch as Howard Beale in Network (1976),joy
So I started my first job this week,joy
Yeah I know I'm 19 but I never worked,joy
I volunteered at a store once but that was about it,joy
I was more tired because I was used to sleeping in until like 10 but now I have to wake up at 7,joy
The job is really nice,joy
She actually knows a couple of people that I know,joy
Today sucked,joy
Again,joy
Ugh,joy
I just don't get it,joy
I'm just such a complete airhead,joy
It just feels like my brain has ceased to function,joy
Or like there like fluff in it instead of a brain,joy
'eeh,joy
okaaay then,joy
' and continues talking to someone else,joy
And then worst thing is? I don't DO anything about it,joy
